target,text
0,I really want this Zelenka fic I'm writing to work out.  But I can tell that it is just not.
0,"@SamsHabeby I was asleep when you called, sorry that I didn't answer the phone."
1,@VietDreams I'm leaving now.. Do you want me to pick you up??!! Twit me and I'll be there in 10
1,"I wanna thank everyone who helped me get to 650 followers! Thanks guys, you rock!"
0,"sic, sic time at the DSE-3 @ Venetian.  Coasting right along with 22k in chips and got mixed up from SB with AKo v. 55 and lost it all."
1,@liakov i feel funny rubbing it. Need some help.
1,"@WinInTheEnd your buddy told me to direct that to you i told him, so he said direct it to you"
0,@LJsBaby Haha They do!! He has the worse feet ever. yuuuuuuuuuuuuuuuk!! How are you this morning? Shite weather eh!?
0,@ERIKALYNN13 and @marcieiscool  I guess I will just have to get used to it seems everyone one else has guess I am a little behind
1,"@Karina4449 Thanks hun, but I'm ok now.  I already payed the bus. The one that goes straight to the hotel would've cost twice as much."
0,im sad cause i might be moving
0,headache  going to lay down and watch the o.c.
1,@DinoGoesRawr pretty good  thanks
0,"hey , @LITTLEWINDMILL !! cute picture, i like the colors. =p~ are you back ?"
1,@MellyxLutz ahhh haha can't tell on the internet haha then everyone can see
1,"@MarkJamesDye ooh okay.  yeah, my sis bought it!! school`s bum. we have exams next week. you?"
0,There are many IT news today. I have post on some forum but except Hkpug.org because their system still not fix on connection.
1,Tell all your friends too!
1,@marnieb thnx  I appreciate it!
1,@Natalie_McLife yeah but i'm still wating to see who the richer man is  yay greastest day is now on
1,@sprinkles00 Hey do you agree that today was fun? singed Lucho sent= Well see you in fith grade sent=(-:  smileys. I Crave CheeseCake.
0,So fat...augh...I want my hard drive upgraded
1,@sexydimpless4u The rain does that right? It will be very nice by end of the week.
0,rainy day today.
0,@LovelyAaris That's not fair! I'm hungry as hell
0,All The Way Bored
0,"@PinkyNKOTB still no joy  I save it to my desktop. What do you save it under, settings wise?????"
1,"@behoff G'mornin  Good luck with the moving, especially if you hate it as much as I do!"
0,Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU
0,Back fro getting my butt run through the turf....We lost 27-14
1,@mileycyrus we all now you still love nick jonas  so why are you lying and saying no i dont !! i love you &lt;33
1,"@TerrenceJ106 Hey babe follow me,love u on da show"
1,Helping a friend do some drawing exercises!
1,@DJJEMANI Wow! ya'll must be doing something right!! Good Luck!!
0,this http://bit.ly/gyvYc  makes my heart hurt for him  leave him alone  poor boy
1,"@dannygokey http://twitpic.com/6rshi - whoa, my heart just jumped a beat."
1,"These girls are getting me drunk! My cousin is dope, she chillin. Her man here @ the club and she trust him. Priscilla aint trippin   ..."
0,lost $60 and doesn't know where it went
1,@JakeJones26 haha nice. Yah I have some big things for us too.  Call at 10:00am?  Big ish poppin.  PEACE
1,mango ice cream never tasted so good!!
1,whoopsi. ofcourse i meant star trek
0,I wish we had ice cream in the house.
1,"#music Ð£Ð´Ð¸Ð²Ð¸ÑÐµÐ»ÑÐ½Ð¾, Ð½Ð°Ñ?ÐºÐ¾Ð»ÑÐºÐ¾ Ð±ÑÑ?ÑÑÐ¾ Ñ? Ð²Ð»ÑÐ±Ð»Ñ?ÑÑ?Ñ Ð² Ð¼ÑÐ·ÑÐºÑ. ÐÐ±ÑÑÐ½Ð¾ Ð½Ð° Ñ?ÑÐ¾ ÑÑÐ¾Ð´Ð¸Ñ Ñ?ÐµÐºÑÐ½Ð´ 10 - 15, Ð¸ Ð¿Ð¾ÑÐ¾Ð¼, Ñ? Ð½Ðµ ÑÐ°Ð·Ð¾ÑÐ°ÑÐ¾Ð²ÑÐ²Ð°ÑÑ?Ñ Ð² Ð²ÑÐ±Ð¾ÑÐµ."
0,tiiiired &amp; dropping my friend off @ the airport in five hours
1,"@billythekid I've just tried starting again, but if that doesn't work, I'll try this. Thanks"
0,@adrianalungu can't access it
0,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
1,"@LeighanneReena hey leighanne, you have to upload a photo, with baylee, mommy &amp; son"
1,SUNNY SATURDAY!!!  and Im on twitter..... on my laptop.....  indoors!!
1,"Had another Basketball Series with my boys.  We play best out of seven, first one to 6 wins the game... it been really fun!"
1,@ddlovatofans101 oh k good luck with that  lol
1,@es_baby i did wonder on a few...
0,@fatbellybella I know what you mean about the mercury/retrograde...this whole month has been horrible.
0,@realbalance consider both dead. Eddie is dead. Not what he used to be.
0,wants to go back to church camp I miss it
0,@GabrielSaporta  i luv you. hang in there
1,@understandblue sending popsicles your way....
0,@69eyesofficial - The Radio Rock player won't work for me on the website. Is it because I'm in the UK? I am very sad
1,Check out my site for all Jonas all the time; http://totallyjonaslove.proboards.com join! it's free!!
0,Watching David Cook on VH1...where is DCO???
1,@fjoms What do you mean by 'alternative'? That will help narrow down all the options
0,Boo hiss I might have to go on antibiotics
0,Seriously    we have paid 300 dollars  2 get bashed up and hurt! Lol    covered in bruises and scabs  oucha
1,"@icywings11 and i just saw who you blocked, you are not the first &amp; won't be the last. Don't worry about it"
0,@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec
1,"@DrRus lol, that's ok  I do have clothes to sell on ebay/donate, just nothing in the twins' size"
0,@Courtlyn87 make it yours? lol  Alright. I won't whine anymore.
1,Portuguese Exam tomorrow.... Wish me luck
0,@mileycyrus what happend miley?
1,@ChEmIcALbUlLeTs  Hello
1,@beautyscientist thanks you
1,"Diversity won the BGT, haha they're cool!!! Btw, dont ask me not to care, u'r not that big ) Take care, this time ain't easy"
0,@JewleeB i miss you !
1,@OfficialAshleyG hi! how are u? ur smile is very pretty...  yikes.. i'm in fan mode again..anyway takecare! keep smiling!
1,The hubs got called into work today so I have to leave at 7:45 to pick him up from work. Convenient escape w/zero lie-telling.
0,@bonsoirdollface We're practicing graduation today.
1,"Bringing Kristen Stewart into this season of Sonny or Not. &amp; @nileyxlove I'll be on youtube soon, so i'll sub"
1,Ang your'e off to spain... spoilt girl!
1,@kursed @sidrajalil1132 first make sure you really have lost the SIM
1,"@ColinYounger Ah thank fudge, i said playing with my doggies, so am saved...i guess"
0,Laying in bed with a headache   -thinking of...
0,Phoneee withh quan quan i miss him so muchh
1,@DaniKOnline Awww...Thanks!
1,(@mdotporter) Morning everybody! Still in bed! HIGH FIVE! Sooo glad we don't open till noon today! I refuse to get up until 11
0,@alandistro the aalor link is broken  @chamciruit  I would like to make a video!
1,Missed my 600th update...damn! I keep missing them well. This is my 614th update
0,"@LOOKIN4JORDAN That would be an awesome job to have! I'm teaching summer school, so it's off to work I go tomorrow too!"
0,@lexi_m87 LOL. When r we hanging out?? I'm lonely.
1,Mmm. Starbucks on a hott sunny day  nothing better!
1,@zebedeejane @Tori_Da @twinkle47 Morning ladies. Lovely morning in Melton Mowbray &amp; plsd to hear glorious Essex has a lovely one too
0,Ugh. Tornado watch until 3 in the morning. One of the things I really don't like about living in Indiana.
0,Too down to do anything
1,"oh, I need to figure it all out, make a dang decision, and move forward with power. HELP!"
1,Ok I have GOT 2 pace myself.....any need anything while im up
0,my laptop is dying  ima let it charge for a bit ill get back on later bye twitter
0,Still awake! Someone is heavy on my mind
1,can I say tomorrow night I'll be off to L.A..  I can't wait!!!
0,"Finally installed windows xp on an old laptop. Downloaded KO, and still unable to run the program"
1,"@dorsiatic ....wow RJ, Bear Grylls huh?  Sign me up!"
1,"Ha, ok well I have to get some sleep now (plus Kaylas about to kill me) night all! Be back in a few days"
1,"@rooeh I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business"
0,@Clarissy EXACTLY.  That's what was so lame about it.    I love my crime-free neighborhood.  I'm glad that you liked my &quot;free Iran&quot; quip!
1,I do too talk to you! hi @zuhhed  mister MIA...
0,One month to go. Kakayanin pa.
0,saw the most beautifully formed shelf cloud today! Then I got soaked
1,faded by drake
0,Last day at my store  Start at my new store in pville tomorrow!!
1,@mironset ??? ?????
0,last full day
0,Nightly bout of insomia again...so back to thinking about the big louse
0,Rainy. Dreary. Hubbie going out of town.
0,@foodiesarah Slim at best.  Make sure it IS dry before you try anything with it though (especially plugging it into the mains).
1,@globalsultana GO MAGIC!! Don't know if you like Jewel but she's doing follower contest and I'm the FL recruiter. Please follow jeweljk.
1,@GoodBoyGoneBad Thanks for #followfriday. It only encourages me to write some better tweets.
1,@tamewhale Laughing so much now.
0,bad weather no swimming today
1,I just found a whole new way to tweet from my phone! Gotta love technology
1,@SolmazDamirchi LOL! Job hunting is NEVER fun! Lolol! But yahh; i'm okay  what were you doing up so late last night?
1,watchin my beautiful daughter play in her bath tub!
1,@Formula1RO ce p?rere ai de ceea ce am scris pe status? P.S: Am scris makr corect ï¿½n englez?  ?
1,"first draft of wedding ceremony video is DONE.  I just need to do transitions and fine tuning, chapters, exporting, then dvd."
1,bout to eat pork chops and risotto that i made with the toasted head chardonnay that i'm drinking tonight
1,@TiffanyGiardina i wish i went i would of loved to c u live
1,"@Bethanybrb Hey Bethany, how're you?"
0,Not gonna get in a swimsuit in two weeks by eating pretzals and drinking beer
1,@denise_sitnvgn that's so hippie of you.
1,@Lybbe then I have no clue.
0,"when we leave this year, we won't be coming back."
0,"@daverama Great info, I appreciate this article. where can i find an article or journal about ipv6? i haven't found a good one on google"
1,today is pretty much a write-off.. but i'm cool with that
1,miley talk to me
0,@KezzieN I blocked over 15 this week and they still keep coming
1,@oprahandme Thanks for the rec
1,@steph_thtgirl15 Welcomesss
0,i really want to go to the beach...... stupid physics! ruining my life  and my [potential] tan!
0,brum don't feel so good.
1,"will be the free lance masseur @ Music Meeting, nice day for it"
1,weightless acoustic
1,"Kevin Wan says WOW,,The SIM 3 is out today~~  http://plurk.com/p/xwm90. http://tinyurl.com/mwcbvx"
0,Glad you are in a better mood KJ.  don't be in a funk.
1,@JohneEdge hello welcome
0,Wants the necklace I saw on that girl on the tube last week. Tried eBay. Fail. The depressing nature of fashion
1,@tomthebomb me too
0,"Tomorrow, 11pm: driving to Berlin; Thursday, 4am: flying over to Turkey...exiteeeeeeed although I'm a sad 'cause I'll miss The Chicks"
0,"Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )"
1,"Calling it a night. I'm freaking exhausted. Jiu-jitsu this am, working out at the gym,then cleaning all day. Yikes, goodnight"
1,@ginoboi what's with the letter &quot;t&quot; gino? i'll drop by later to claim my invites for the hoodie party this friday.
0,"@Alyssamander Sorry to hear that, dear"
0,looks like wine-o'clock's gonna be no-wine-o'clock
0,Can't fix the stupid profile picture  so I'm gonna go sleeping for a few hours ^^ l8er
0,@CathrynMarie nope! you didnt want to roll with me
0,thirtty min til open
0,@zenojones naw...no prince  what does #ff mean? im still new to this
0,@portiaalyana i want to see you too  i soooo miss you
